"DEST","n","pfail_raw","pdelay1hr_raw","pfail_ac","pdelay1hr_ac","pfail_bayes","pdelay1hr_bayes"
"ATL",5488,0.00692419825072886,0.0462827988338192,0.00957810682660597,0.0523024923642174,0.0070822548173713,0.0465728715728716
"AUS",373,0.00536193029490617,0.0536193029490617,0.0211637221574412,0.0825013426484831,0.00758589915216421,0.0564102564102564
"BNA",1125,0.0151111111111111,0.0364444444444444,0.0244855008820156,0.0494798057805703,0.0153307782036327,0.038272650296359
"BOS",354,0.0225988700564972,0.152542372881356,0.0453508322110996,0.194822080264069,0.021901211556384,0.141951219512195
"BWI",879,0.0159271899886234,0.0568828213879408,0.0270976086907177,0.074735106380365,0.0161391741773213,0.0579679144385027
"CLT",1710,0.00760233918128655,0.0368421052631579,0.013250873953782,0.047150417507418,0.0080663231010531,0.0380520951302378
"CMH",1,0,0,0.838178046004133,0.838178046004133,0.0183727034120735,0.0736842105263158
"CVG",6,0,0,0.45298221281347,0.45298221281347,0.0172413793103448,0.067741935483871
"DAL",2698,0.0126019273535953,0.0667160859896219,0.0177349338099961,0.0770010853019274,0.0127650367806145,0.066884531590414
"DCA",727,0.0261348005502063,0.0770288858321871,0.0410841927447014,0.0993362498482828,0.0254300673148841,0.0768837803320562
"DEN",1625,0.00861538461538462,0.0781538461538462,0.0147087876890027,0.0925706956494724,0.00905775791083402,0.0780487804878049
"DFW",2706,0.0288248337028825,0.090539541759054,0.0360230731928085,0.102201406190622,0.0285488278440961,0.0902244750181028
"DTW",833,0.00840336134453781,0.078031212484994,0.017882502689234,0.0988074328636732,0.00924906408280115,0.0778402699662542
"EWR",1286,0.0357698289269051,0.116640746500778,0.047748968287666,0.135782512110053,0.0348222156920364,0.114903129657228
"FLL",811,0.00863131935881628,0.0850801479654747,0.0183641462541911,0.106873028746709,0.00947867298578199,0.0844290657439446
"HOU",3337,0.0170812106682649,0.0596344021576266,0.0222167144574913,0.0683893223247114,0.0171150577340132,0.0598880047155909
"IAD",288,0.0104166666666667,0.0590277777777778,0.0323071294300116,0.0939363034338531,0.0121145374449339,0.0616279069767442
"IAH",3146,0.013986013986014,0.0648442466624285,0.0188778578302292,0.0742066381526932,0.0140941264125171,0.0650218613366646
"JFK",1364,0.0241935483870968,0.104105571847507,0.0341226733551861,0.121857987770648,0.0239021678710395,0.102957746478873
"LAS",705,0.00425531914893617,0.0269503546099291,0.0133375724782422,0.0423531720900039,0.00563957959497565,0.0304862023653088
"LAX",2026,0.00345508390918065,0.0493583415597236,0.00738260331659797,0.0599433532870432,0.0039977155910908,0.0500480307396734
"LGA",739,0.0257104194857916,0.100135317997294,0.0404235559258197,0.124521964543204,0.0250552689756817,0.0983647798742138
"MCI",366,0.00273224043715847,0.0300546448087432,0.0174325118299411,0.0542791575355272,0.00543970988213962,0.0360189573459716
"MCO",1263,0.00395882818685669,0.056215360253365,0.00968971189093211,0.0707091001523081,0.00478254371543865,0.0570128885519333
"MDW",951,0.0210304942166141,0.0588853838065195,0.0327457073284008,0.0761903384164001,0.0208536347690509,0.0597815292949355
"MEM",2,0,0,0.718233512793084,0.718233512793084,0.0181347150259067,0.0724137931034483
"MIA",900,0.00555555555555556,0.0377777777777778,0.0135740882697741,0.0528303479650739,0.00656275635767022,0.0399581589958159
"MKE",121,0,0.0330578512396694,0.0384456677334402,0.0862396652705015,0.00713557594291539,0.0463276836158192
"MSP",257,0,0.0194552529182879,0.018458120302564,0.0468201590338554,0.00421432871763998,0.0293929712460064
"OAK",24,0,0.0416666666666667,0.168769306267035,0.22404529834071,0.0141129032258065,0.065
"ORD",1105,0.0171945701357466,0.128506787330317,0.027121696217013,0.150033978166132,0.0172852058973055,0.125925925925926
"PHL",310,0.0193548387096774,0.067741935483871,0.0432621894187427,0.102655083608996,0.0192107995846314,0.0688524590163934
"PHX",426,0.00469483568075117,0.0492957746478873,0.0185612834413693,0.0751898062207189,0.00678371907422187,0.0522821576763485
"SAN",365,0.00273972602739726,0.0356164383561644,0.0174796508480862,0.0612110975375311,0.00545206724216265,0.040855106888361
"SAT",93,0.010752688172043,0.032258064516129,0.066083632080853,0.096446905491455,0.014268727705113,0.0483221476510067
"SEA",365,0.00821917808219178,0.0328767123287671,0.0255873539040982,0.0578319300918365,0.00999545661063153,0.038479809976247
"SFO",308,0.00649350649350649,0.0779220779220779,0.0255585777580523,0.114627817341617,0.00887265135699374,0.0774725274725275
"SLC",355,0,0.0169014084507042,0.0134276810416913,0.0378648192993365,0.00325430032543003,0.0248175182481752
"STL",602,0.00830564784053156,0.0465116279069767,0.0202324296531252,0.0671284815639598,0.00945067926757236,0.048936170212766
"TPA",1076,0.00929368029739777,0.0511152416356877,0.0174903756458093,0.0663850040647368,0.00990271021542738,0.0522968197879859
